id,heading,series,subseries,set,tablenumber,provenience,year,context,chronology1,n_signs,signs_ws_joined
5538,TH Wu 429 (-),W,u,-,429,,1996,LH IIIB2,LH IIIB2,8,α *180+DI supra sigillum=X=1 β o-pa γ vac.
5539,TH Wu 430 (-),W,u,-,430,,1996,LH IIIB2,LH IIIB2,8,α e-pi-*19-ta supra sigillum=Y=1 β vac. γ vac.
5540,TH Wu 431 (-),W,u,-,431,,1996,LH IIIB2,LH IIIB2,8,α CAP:m supra sigillum=Z=1 β vac. γ vac.
5541,TH X 103 (-),X,-,-,103,,1993-1995,LH IIIB2,LH IIIB2,3,-qe inf. mut.
5542,TH X 105 (-),X,-,-,105,,1993-1995,LH IIIB2,LH IIIB2,8,vac. ṭọ-sa ko-na wa-na-ke-te pe-re-wi-jo vest. inf. mut.
5543,TH X 152 (-),X,-,-,152,,1993-1995,LH IIIB2,LH IIIB2,7,sup. mut. ma-ka te-no-ụ vestigia inf. mut.
5544,TH X 155 (-),X,-,-,155,,1993-1995,LH IIIB2,LH IIIB2,4,e-re-o-ni ṭọ- inf. mut.
5545,TH X 156 (-),X,-,-,156,,1993-1995,LH IIIB2,LH IIIB2,4,au p̣ẹ-qe inf. mut.
5546,TH X 162 (-),X,-,-,162,,1993-1995,LH IIIB2,LH IIIB2,3,a-no-po-to wa-ra-pi-si-ro e
5547,TH X 172 (-),X,-,-,172,,1993-1995,LH IIIB2,LH IIIB2,3,te ọ-p̣ẹ- vac.
5548,TH X 180 (315),X,-,-,180,,1993-1995,LH IIIB2,LH IIIB2,2,̣do-ro-qo ̣a-u-ja
5549,TH X 189 (315),X,-,-,189,,1993-1995,LH IIIB2,LH IIIB2,15,"sup. mut. vest. a-q̣ọ- re-wa-di-j̣ọ ra-wo-ta •]-u-ro-jo ,̣ a-ṃẹ wa-ta-o o-pe-ḳọ a2-ta-o o-p̣ẹ inf. mut."
5550,TH X 204 (-),X,-,-,204,,1993-1995,LH IIIB2,LH IIIB2,5,q̣ị-qe-o ma-di-je a inf. mut.
5551,TH X 223 (-),X,-,-,223,,1993-1995,LH IIIB2,LH IIIB2,2,vac. vac.
5552,TH X 315 (-),X,-,-,315,,1993-1995,LH IIIB2,LH IIIB2,4,sup. mut. 1̣ 2
5553,TH X 323 (-),X,-,-,323,,1993-1995,LH IIIB2,LH IIIB2,6,sup. mut. qe vest. inf. mut.
5554,TH X 330 (-),X,-,-,330,,1993-1995,LH IIIB2,LH IIIB2,7,sup. mut. 1̣ pi-ṛọ-ẉạ ḳạ-p̣ạ-re inf. mut.
5555,TH X 350 (-),X,-,-,350,,1993-1995,LH IIIB2,LH IIIB2,2,vac. vac.
5556,TH X 363 (-),X,-,-,363,,1993-1995,LH IIIB2,LH IIIB2,2,i-q̣ọ- ị
5557,TH X 364 (-),X,-,-,364,,1993-1995,LH IIIB2,LH IIIB2,3,qe-ṛẹ inf. mut.
5558,TH X 386 (-),X,-,-,386,,1993-1995,LH IIIB2,LH IIIB2,7,sup. mut. ̣ọ-te ạ vestigia inf. mut.
5559,TH X 388 (-),X,-,-,388,,1993-1995,LH IIIB2,LH IIIB2,5,sup. mut. ṭẹ inf. mut.
5560,TH X 408 (-),X,-,-,408,,1993-1995,LH IIIB2,LH IIIB2,5,sup. mut. ḍụ inf. mut.
5561,TH X 433 (-),X,-,-,433,,1996,LH IIIB2,LH IIIB2,2,o me-to-re-ja-de
5562,MY Au 102 (52),A,u,-,102,,1952,LH IIIB1,LH IIIB1,41,vac. wa-ra-pi-si-ro i-jo-qe VIR 2 na-su-to VIR 1 te-ra-wo ka-ri-se-u-qe VIR 2 e-ke-ne e-u-po-ro-qe VIR 2 au-ja-to ko-no-[•]-du-ro-qe VIR 2 ke-re-no VIR 2 wa-a2-ta de-u-ki-jo-qe VIR 2 mo-i-da VIR 1 o-ri-ko VIR 3 vac. vac. vac. vac. a-to-po-qo vac. vac. vac.
5563,MY Au 609 + frr. (57),A,u,-,609,,1954,LH IIIB1,LH IIIB1,33,sup. mut. vest. ri-wi-jo VIR 1 do-qo-so VIR 1 pe-ri-ḳẹ •]-ke-ṃẹ-no VIR 1 e-ke -ti VIR 1 e-ke-ro ṾỊṚ 1̣ v.↓ VIR 1 de- •]-di-wi-to ḍọ-u-te-ke- a-re-su-ti-jo VIR 1 vac. to-so- inf. mut.
5564,MY Au 653 (62),A,u,-,653,,1958,LH IIIB1,LH IIIB1,13,sup. mut. vest. te-ra-wo e-ke-ne ṾỊṚ au-wi-ja-to ṾỊṚ a-si-wi-jo wo-*65- i inf. mut.
5565,MY Au 657 (62),A,u,-,657,,1958,LH IIIB1,LH IIIB1,27,vac. i-jo-te ṾỊṚ au-wi-ja-to VIR 1̣ mo-i-da VIR 1 ka-ro-qo VIR pị-ra-ki VIR qa-ra-si-jo VIR vac. na-su-to ṾỊṚ qa-ru-ko ṾỊṚ te-ra-wo VIR a-si-wi-jo VIR vac. vac. vac.
5566,MY Au 658 (62),A,u,-,658,,1958,LH IIIB1,LH IIIB1,19,sup. mut. ṛạ-si-jo VIR -ri-jo VIR 1̣ vac. to-so VIR 20 si-to GRA 4 vac. reliqua pars sine regulis
5567,MY Au 660 + fr. (62),A,u,-,660,,1958,LH IIIB1,LH IIIB1,12,vac. na-su-to VIR 1 1 qa-ru-ko VIR 1 VIR 1 inf. mut.
5568,MY Eu 654 (62),E,u,-,654,,1958,LH IIIB1,LH IIIB1,16,sup. mut. GRA Ṭ ra-ko GRA T 2 -ru-ta GRA T 1 V 2 inf. mut.
5569,MY Eu 655 (62),E,u,-,655,,1958,LH IIIB1,LH IIIB1,9,sup. mut. ⟦to-so ⟧ to-so GRA vac. inf. mut.
5570,MY Fo 101 (53),F,o,-,101,,1952,LH IIIB1,LH IIIB1,62,vac. a-ne-a2 V 3 pa-ṇạ-ki V 1 ma-no V 1 a-na-*82 V 1 to-ti-ja V 1 we-i-we-sa V 1 ke-ra-so V 1 pi-we-ri-ṣị S 1 tu-mi- Ṿ 1 ko-ma-ta V 1 na-ta-ra-ma V 1 pe-ta-[• V 1 pu-ka-ro Ṿ 1 o-ta-ki V 1 vac. e-ro-pa-ke-j̣ạ OLE+ẈẸ 1 a-ke-ti-ri-ja-i V 4 vac. vac. vac. vac. to-so OLE+ẈẸ 2 S 1 V 1 vac.
5571,MY Fu 711 (-),F,u,-,711,,1968,LH IIIB2/LH IIIC,LH IIIB2,59,sup. mut. Ṿ ḤỌṚḌ V 2 5̣ HORD T 7 V 3 HORD V 2 vac. vac. Z 2 ku-ne FAR Z 2 1̣ ka-ra-u-ja FAR Z 1̣ NI Z 1 Ṿ 3 a-re-ke-se-[• • T 2̣ 3 Z 1 CYP+O T 1 ⟦ 5 ⟧ Z 2 v.→ sup. mut. ṣẹ-ẉọ- to-wo-ṇạ a-re-ke-ṣẹ qo-we reliqua pars sine regulis
5572,MY Ge 602 (57),G,e,-,602,,1954,LH IIIB1,LH IIIB1,68,vac. vac. .1 jo-o-po-ro a-ro-ṃọ ṣị-mi-jo pe-se-ro ⟦ sa-sa-ma ⟧ .2 p̣ụ2-ke ma-ra-tu-wo Z 1 vac. .3 pe-ke-u ku-mi-no-j̣ọ ma-ra-]tu-wo V 1 sa-sa-ma Z 2 sa-pi-de '6' .4A e-ru-ta-ra sa-]sa-ma V 1 .4B ka-e-se-we ka-na-ko ṃạ-ra-tu-wo V 1 sa-pi-de 6 .5A e-ru-ta-ra 1̣ .5B ke-po ka-na-ko M Ṿ 1 mi-ta PE 2 ko-no-a-po-te-[• .6A vac. 2 .6B vest. Ṿ 1 DE 1 *155VAS vac. .7 inf. mut. vac.
5573,MY Ge 603 + frr. (58a),G,e,-,603,,1954,LH IIIB1,LH IIIB1,132,ka-ra to *155VAS 1 ke-po ko AROM T 2 ka-na-ko re-u-ka V 1 da-ra ṃị-ta-qe 20 ḳạ-ṇạ-ko e-ru-ta-ra M 1 ka-na-ko M 1 *155VAS 1 pu-ke-o KO T 2 KU V 2 MA Z 2 SA Z 2 ko-no 10 e-ne-me-na 1 i-na-o KO T 2 KU V 1 ⟦MI 20⟧ ko-no 10 E 1 ka-na-ko e-ru M 1 vac. ra-ke-da-no KO T 2 KU V 2 ⟦MI⟧ ko-no 12 Ẹ 1 *155VAS 1 a-ke-re-wi-jo KO T 2 KU V 1 MA V 1 no-ko 10 ḌẸ *155VAS 1 pe-ke-u KO T 2 KU V 1 Z 2 MA V 1 ko-no 10 E 1 ka-na-ko M 2 *155VAS 1 pu-wo KO T 2 KU V 2 MA V 1 ko-no DE 1 *155VAS 1 v.→ p̣ẹ- 2 reliqua pars sine regulis
5574,MY Ge 604 (58a),G,e,-,604,,1954,LH IIIB1,LH IIIB1,55,vac. vac. ke-e-pe o-pe-ro ka-na-ko e-ru-ta-ra DE 1 KU V 1 i-na-o-te o-pe-ro KU V 1 SA V 1 ko-no 2 se-ri-no Ṃ 2 '*155VAS 1' ra-ke-da-no-re o-pe-ro e-ru-ta-ra M 1 MA V 1 SA V 1 a-ke-re-wi-jo o-pe-ro e-ru-ta-ra M 3 pu-ke pe-ro-ro ka-na-ko M 1 MA Z 2 SA Z 2 ka-da-mi-ja vac.
5575,MY Ge 605 + 607 + fr. [+] 605a + fr. [+] 605b + frr. (57),G,e,-,605,,1954,LH IIIB1,LH IIIB1,95,vac. vac. pe-ṣẹ-ṛọ ka-na-ko M 2̣ ka-]ṛạ-to *1̣5̣5̣VAS A ka-na-ko ẹ-ru-ta-ra Ṃ 3 ka-na-ko re-u-ka V 1 ma[-ra-tu-wo mi-]ta PE 1 ṣạ[-pi-de B pu2-ke ṇạ Ṭ 2̣ ku-mi-na V 1 sa-sa[-ma ḍạ 14 A ka-na-ko e-ṛụ-ṭạ[-ra ḳạ-na-ko re[-u-ka Ẓ 2 inf. mut. B pe-ke-u ko-ri-ja-da-na T 2 ḳụ-ṃị-no Z A ka-na-ko e-ru-ta-ra M 2 P 1 ka-na-ko re-ụ[-ka sup. mut. B ka-e-se-u ko-ri-a2-da-na T 2 ku-mi-no Z vac. ke-po ko-ri-a2-da-na Ṭ 2 *155VAS 1 vac. A ku-mi-no Z 2 ka-ra- sa-pi-de 12 B i-na-o ḳạ-na-ko re-ụ-ḳạ ṣạ-sa-ma Z 2 mi-ta PE 1 vac. inf. mut.
5576,MY Ge 606 + fr. (57),G,e,-,606,,1954,LH IIIB1,LH IIIB1,31,vacat do-]si-mi-ja a-ke-re-u-te ka-na-ko AROM+KO T 2 KU V 1 re-u-ka V 1 ma-ra-tu-wo V 1 sa-sa-ma V 4 e-ru-ta-ra M 3 mi-ta PE 2 ko-i-no DE 1 *1̣7̣1̣ 11 vacat
5577,MY Ge 608a + frr. + frr. [+] 608b (57),G,e,-,608,,1954,LH IIIB1,LH IIIB1,21,sup. mut. KANAKO M 3 ko AROM T ̣vac. vac. ̣vac. vac. A vest. B pu2-ke ḳọ AROM T 1 vest.
5578,MY Go 610 (57),G,o,-,610,,1954,LH IIIB1,LH IIIB1,26,vac. me-ta-je-wa *190 S 2 a-ko-ro-ta *190 S 2 ka-sa-to *190 S 1 pu-i-re-wi *190 S 1 vac. vac. vac. reliqua pars sine regulis v.→ ri
5579,MY L 710 (-),L,-,-,710,,1967,LH IIIB2/LH IIIC,LH IIIB2,5,",̣ pa-ta ,̣ pa-we-a2 ko-u-ra"
5580,MY Oe 103 + 105 (52),O,e,-,103,,1952,LH IIIB1,LH IIIB1,12,vac. a-pi-e-ra di-we-se-ja a-qi-ti-ta ku-po LANA pi-we-ri-di LANA vac. vac. vac. vac.
5581,MY Oe 104 [+] 116 (51),O,e,-,104,,1952,LH IIIB1,LH IIIB1,16,sup. mut. LANA 12 a-qi LANA 10 e-te- ḶẠṆẠ 3 ka ḶẠṆẠ 2 inf. mut. vac.
5582,MY Oe 106 (51),O,e,-,106,,1952,LH IIIB1,LH IIIB1,12,to-te-we-ja-se-we ko-ro-to LANA 1 o-te-ra tu-ka-te-re LANA 1̣ i-ta-da-wa LANA 2 vac.
5583,MY Oe 107 (51),O,e,-,107,,1952,LH IIIB1,LH IIIB1,5,te-pa-i LANA 9 vac. vac.
5584,MY Oe 108 (54),O,e,-,108,,1952,LH IIIB1,LH IIIB1,10,vac. sa-pa o-no LANA 4 o-u-ko LANA 3 we vac.
5585,MY Oe 109 (54),O,e,-,109,,1952,LH IIIB1,LH IIIB1,6,vac. wo-no o-no vac. vac. vac.
5586,MY Oe 110 (51),O,e,-,110,,1952,LH IIIB1,LH IIIB1,11,re-ka-sa ta-ra-si-ja LANA 14̣ a-ti-ke-ne-ja LANA 10 reliqua pars sine regulis
5587,MY Oe 111 + 136 (51),O,e,-,111,,1952,LH IIIB1,LH IIIB1,16,pe-ru-si-nwa o-u-ka wo-ro-ne-ja pa-we-si •]-me-'jo-i' ḶẠṆẠ ne[-wa o-u-ka ḶẠṆẠ -ḳị-ni-*5̣6̣ LANA 1̣0̣0̣ o-ta-pa-ro-te-wa-ro LANA 200 vac.
5588,MY Oe 112 [+] 134 (52),O,e,-,112,,1952,LH IIIB1,LH IIIB1,18,vac. ṛọ-ka LANA 10 ti-tu-so LANA tu-ka-ṭạ-ṣị LANA 8 ka-ti- LANA 1̣ ⟦ ḶẠṆẠ 1̣ ⟧ vac. vac.
5589,MY Oe 113 + 114 + 135 + fr. (54),O,e,-,113,,1952,LH IIIB1,LH IIIB1,9,vac. LANA 1 ka-sa-to LANA 1 vac. vac. vac.
5590,MY Oe 115 (52),O,e,-,115,,1952,LH IIIB1,LH IIIB1,6,vac. a-ḳẹ a-pi-ḍọ[-ra a-ko-ro-ta LANA vac.
5591,MY Oe 117 (54),O,e,-,117,,1952,LH IIIB1,LH IIIB1,2,vac. a-to-po-qo-ị
5592,MY Oe 118 (51),O,e,-,118,,1952,LH IIIB1,LH IIIB1,6,ṭọ-so-ne qo-zo pe-ra-ko-no LANA 15 vac.
5593,MY Oe 119 (52),O,e,-,119,,1952,LH IIIB1,LH IIIB1,2,a-ke-ti-ri ka-na-p̣ẹ
5594,MY Oe 120 (55),O,e,-,120,,1952,LH IIIB1,LH IIIB1,3,o-u-ko LANA 2
5595,MY Oe 121 (56),O,e,-,121,,1952,LH IIIB1,LH IIIB1,15,i-te-we-ri-di LANA 5 ku-ka LANA 2 ̣ ka-ke-wi LANA 2 pa-se-ri-jo ko-wo LANA 2 ̣
5596,MY Oe 122 (55),O,e,-,122,,1952,LH IIIB1,LH IIIB1,2,za-ku-si-jo LANA
5597,MY Oe 123 (55),O,e,-,123,,1952,LH IIIB1,LH IIIB1,2,a-*79 LANA
5598,MY Oe 124 (51),O,e,-,124,,1952,LH IIIB1,LH IIIB1,3,a-pi-do-ra LANA 2
5599,MY Oe 125 (55),O,e,-,125,,1952,LH IIIB1,LH IIIB1,1,ke-ra-me-wi
5600,MY Oe 126 (54),O,e,-,126,,1952,LH IIIB1,LH IIIB1,2,o-pe-ra-no-re LANA
5601,MY Oe 127 (55),O,e,-,127,,1952,LH IIIB1,LH IIIB1,4,pa-we-a2 e-we-pe-se-so-me-na LANA 20
5602,MY Oe 128 (56),O,e,-,128,,1952,LH IIIB1,LH IIIB1,7,̣ au-te-ra LANA 1 ̣pi-ri-da-ke LANA 2
5603,MY Oe 129 (56),O,e,-,129,,1952,LH IIIB1,LH IIIB1,5,di-du-mo ne-wo ka-na-pe-we LANA 4
5604,MY Oe 130 + 133 (56),O,e,-,130,,1952,LH IIIB1,LH IIIB1,6,qa-da-wa-so ̣ pe-re-ke-we LANA 4 ̣
5605,MY Oe 131 (55),O,e,-,131,,1952,LH IIIB1,LH IIIB1,1,qi-no
5606,MY Oe 132 (56),O,e,-,132,,1952,LH IIIB1,LH IIIB1,2,o-pe- a-pi-je
5607,MY Oe 137 (56?),O,e,-,137,,1952,LH IIIB1,LH IIIB1,4,1 ̣ vac. ̣
5608,MY Oe 140 (-),O,e,-,140,,1952,LH IIIB1,LH IIIB1,1,4
5609,MY Oi 701 (63),O,i,-,701,,1960,LH IIIB2/LH IIIC,LH IIIB2,21,sup. mut. vestigia vac. si-to-po-ti-ni-ja *190 po-ro-po-i *190 10 ka-na-pe-u-si *190 6 •~•]-ta do-ke-ko-o-ke-ne *190 5 ku-wa-]no-wo-ko-i *190 2 inf. mut.
5610,MY Oi 702 (64),O,i,-,702,,1960,LH IIIB2/LH IIIC,LH IIIB2,18,sup. mut. vac. p̣ọ-ṭị- *190 3 ne-ja po-po-i *190 5 ku-wa-]ṇọ-wo-ko-i *190 2 *190 2 vest. inf. mut.
5611,MY Oi 703 (64),O,i,-,703,,1960,LH IIIB2/LH IIIC,LH IIIB2,14,sup. mut. -ro-i *1̣9̣0̣ ku-wa-no-wo-ko-i *190 2 do-]ḳẹ-ko-o-ke-ṇẹ-ị *190 5 vac. vac. inf. mut.
5612,MY Oi 704 (64),O,i,-,704,,1960,LH IIIB2/LH IIIC,LH IIIB2,12,po-ti-ni-ja *190 15 ka-na-pe-u-si *190 6 ko-o-ke-ne-ị *1̣9̣0̣ ku-wa-ṇọ[-wo-ko-i vest. inf. mut.
5613,MY Oi 705 (-),O,i,-,705,,1960,LH IIIB2/LH IIIC,LH IIIB2,6,ị-ku-to re-u-ko ka-ra-pa-so •~•]-wo-ko inf. mut.
5614,MY Oi 706 (-),O,i,-,706,,1960,LH IIIB2/LH IIIC,LH IIIB2,11,sup. mut. vest. *1̣9̣0̣ 2 ị *190 1 1̣ inf. mut.
5615,MY Oi 708 (-),O,i,-,708,,1960,LH IIIB2/LH IIIC,LH IIIB2,8,sup. mut. vac. vac. vac. vac. inf. mut.
5616,MY Ue 611 (60/-),U,e,-,611,,1954,LH IIIB1,LH IIIB1,43,vac. pe-ra 4 a-po-re-we 2 pe-ri-ke 3 ka-ra-te-ra 1 po-ro-ko-wo 4 a-ta-ra 10 pa-ke-te-re 30 ka-na-to 5 qe-ti-ja 10 q̣ẹ-to 2 ti-ri-po-di-ko 8 ka-ra-ti-ri-jo 7̣ vac. inf. mut. v.→ •~]pi-ro-qe-mo a-ke OLIV+TI 3 OLIV 1 NI 2 VIN S 2 vacat inf. mut.
5617,MY Ue 652 + 656 (-),U,e,-,652,,1958,LH IIIB1,LH IIIB1,31,o-ku-su-wa-si ko-na GRA pe-ru-si-nwa GRA OLIV 5 CYP+KU 5 CYP+O 7 ḳọ ẠṚỌṂ A po-ṛọ B pe-ru-si-nwa ṆỊ 36 ni v.→ VIN 22 GRA 3 T 3 reliqua pars sine regulis
5618,MY Ue 661 (-),U,e,-,661,,1958,LH IIIB1,LH IIIB1,8,jo-po-ro-te-ke *190 100 *155VAS+NI 15 *248 5 vac.
5619,MY Ue 663 (-),U,e,-,663,,1958,LH IIIB1,LH IIIB1,4,to-so 67 VIN 5
5620,MY Ui 651 (-),U,i,-,651,,1958,LH IIIB1,LH IIIB1,33,ka-ra- ko-ra ke-ko-jo a3-so-ni-jo RE o-pe-ra-no-ro RE 7̣0 inf. mut. v.→ RE 100 A 1 RE 92 RE 100 A 1 -sa-wo RE 100 A vac. -ḍọ-jo 100 A vac. vest. inf. mut.
5621,MY Ui 709 (57),U,i,-,709,,1961,LH IIIB1,LH IIIB1,6,ke-po KU 300 tu-me-ne-wo DU 5̣00
5622,MY V 659 (61),V,-,-,659,,1958,LH IIIB1,LH IIIB1,42,wo-di-je-ja de-mi-ni-ja 1 ma-no a-re-ka-sa-da-ra-ka 2 ri-su-ra qo-ta-qe 2 e-ri-tu-pi-na te-o-do-ra-'qe' 2 o-to-wo-wi-je tu-ka-te-qe 2 a-ne-a2 tu-ka-te-qe 2 pi-ro-wo-na ki-ra-qe 2 p̣ụ-ka-ro ke-ti-de-qe 2 -ri-mo-qe 2 ma-ta-qe 2 *8̣2̣ 1 -q̣ẹ 2 vac. inf. mut. lat. dex. i-ri-[• 1̣ ke-ra-so ki-ra-qe 2
5623,MY V 662 (61),V,-,-,662,,1958,LH IIIB1,LH IIIB1,12,qa-ra-we-ta 12̣0 ma-ri-ti-wi-jo 12̣0 vac. sa-mu-ta-jo 13̣0 vac. reliqua pars sine regulis
5624,MY Ui 4 (-),U,i,-,4,,2001,LH IIIA2,LH IIIA2,9,sup. mut. vacat Ạ 5 Ạ vest. inf. mut
5625,MY Wt 501 (65),W,t,-,501,,1953,LH IIIB1,LH IIIB1,7,α sigillum β a-ta-ra-qe e-ku-se-we-qe γ vac.
5626,MY Wt 502 (65),W,t,-,502,,1953,LH IIIB1,LH IIIB1,6,α sigillum β ka-na-to γ vac.
5627,MY Wt 503 (65),W,t,-,503,,1953,LH IIIB1,LH IIIB1,6,α sigillum β ke-ni-qe- γ -te-we
5628,MY Wt 504 (65),W,t,-,504,,1953,LH IIIB1,LH IIIB1,6,α sigillum β qe-ti-ja γ vac.
5629,MY Wt 505 (65),W,t,-,505,,1953,LH IIIB1,LH IIIB1,6,α sigillum β pa-ḳọ-to γ vac.
5630,MY Wt 506 (65),W,t,-,506,,1953,LH IIIB1,LH IIIB1,8,β ka-na-to γ pa-ke-te-ri- α -ja supra sigillum
5631,MY Wt 507 (65),W,t,-,507,,1953,LH IIIB1,LH IIIB1,6,α sigillum β ka-ra-se- γ -ti-ri-jo
5632,MY Wt 700 (-),W,t,-,700,,1959,LH IIIB2/LH IIIC,LH IIIB2,8,α *190 supra sigillum β vac. γ vac.
5633,MY Wt 712 (-),W,t,-,712,,1965,,LH IIIB,9,α A supra sigillum CMS VS1B 049 β a-pe-we-ḍẹ
5634,MY X 1 (-),X,-,-,1,,1951,LH IIIA2,LH IIIA2,3,ta-na a-ti-ja-ṭị vac.
5635,MY X 2 (-),X,-,-,2,,2000,LH IIIA2,LH IIIA2,5,a-pu-do-si po-ro-te-ra 100 o-u-te-ra 200
5636,MY Cp 3 (-),C,p,-,3,,2004,LH IIIA2,LH IIIA2,8,sup. mut. -ṛạ-p̣ị ỌṾỊṢ:ṃ 2̣0̣ o inf. mut.
5637,MY X 508 (-),X,-,-,508,,1953,LH IIIB1,LH IIIB1,5,te-qa-de ta ze-ta pu-ka-ta-ri-ja⌞ ⌟ma-ri-ne
5638,MY X 707 (-),X,-,-,707,,1960,LH IIIB2/LH IIIC,LH IIIB2,14,sup. mut. vestigia vest. a-[•]-ti-ri-ta wa- ṣọ-i-ne •]-ṃọ X vest. ka-ẉọ-ṇọ -wa-de ṛị-de-ja pe-ka-
5639,TI Al 7 + 7c + 7f + frr. [+] 7b (-),A,l,-,7,,1981,LH IIIB2,LH IIIB2,47,sup. mut. .2 ṾỊṚ 3̣0̣ .3 VIR 8̣0 ka .4 q̣ẹ ṾỊṚ .5 we VIR 40 .6 ṃẹ-q̣ẹ VIR 20 ạ .7 -ja-ṭạ VIR 18̣ .8 ra-to-po-ro VIR 7 vac. vac. .9 vac. vac. .10 -ro-qe VIR 1̣28 .11 vac. .12 vest. .13 e-wo-ro-qe VIR .14 vac.
5640,TI Al 7d (-),A,l,-,7,,1981,LH IIIB2,LH IIIB2,6,sup. mut. ḳọ vest. inf. mut.
5641,TI Al 7e (-),A,l,-,7,,1981,LH IIIB2,LH IIIB2,6,sup. mut. ḳọ 1 inf. mut.
5642,TI Al 7g (-),A,l,-,7,,1981,LH IIIB2,LH IIIB2,6,sup. mut. vest. vest. inf. mut.
5643,TI Cb 4 (-),C,b,-,4,,1971,LH IIIB or LHIIIC,LH IIIB or LH IIIC,7,vac. j̣ọ-qe e-qe BOS vest. inf. mut.
5644,TI Ef 2 (-),E,f,-,2,,1971,LH IIIB,LH IIIB,6,qo-u-ko-ro DA 1 to-sa-pe-mo GRA 6
5645,TI Ef 3 (-),E,f,-,3,,1971,LH IIIB,LH IIIB,2,di-ko-na-re-ja ke-ke-me
5646,TI Si 5 (-),S,i,-,5,,1974,Stray tablet,-,8,sup. mut. to-ra-ka ARM 1̣ to-ra-ka ARM 1
5647,TI Sl 8 (-),S,l,-,8,,1981,LH IIIB2,LH IIIB2,9,sup. mut. MO 2 ROTA 1 ti-ṭọ MO 1
5648,TI Sl 9 (-),S,l,-,9,,1981,LH IIIB2,LH IIIB2,8,sup. mut. ROTA 3 ṚỌṬẠ 1̣ inf. mut.
5649,TI Sl 10 (-),S,l,-,10,,1981,LH IIIB2,LH IIIB2,5,sup. mut. ROTA inf. mut.
5650,TI Sm 11 (-),S,m,-,11,,1981,LH IIIB2,LH IIIB2,6,sup. mut. vest. vest. inf. mut.
5651,TI Uh 12 (-),U,h,-,12,,1981,LH IIIB2,LH IIIB2,6,̣ vac. ̣ḍị-p̣ṭẹ- NI inf. mut.
5652,TI X 1 (-),X,-,-,1,,1966,Surface,-,8,"sup. mut. no ,̣ ạ nu-se inf. mut."
5653,TI X 6 (-),X,-,-,6,,1978,Post-Mycenaean,-,5,3̣7̣ 4 M 7 tu-ru-pte-ri-j̣ạ
5654,TI X 13 (-),X,-,-,13,,1981,LH IIIB2,LH IIIB2,7,sup. mut. vest. -ṭạ-ro 1 inf. mut.
5655,TI X 14 (-),X,-,-,14,,1981,LH IIIB2,LH IIIB2,5,12 ṭạ-ṛọ 1̣ inf. mut.
5656,TI X 15 (-),X,-,-,15,,1981,LH IIIB2,LH IIIB2,6,sup. mut. wa-si-jo vac. inf. mut.
5657,TI X 16 (-),X,-,-,16,,1981,LH IIIB2,LH IIIB2,7,sup. mut. ja pu-ḳạ vac. inf. mut.
5658,TI X 17 (-),X,-,-,17,,1981,LH IIIB2,LH IIIB2,3,vac. ẠỤṚ 2̣
5659,TI X 18 (-),X,-,-,18,,1981,LH IIIB2,LH IIIB2,7,sup. mut. vac. vac. vest. inf. mut.
5660,TI X 19 + 20 (-),X,-,-,19,,1981,LH IIIB2,LH IIIB2,5,vac. ṭị-[•]-q̣ọ vac. inf. mut.
5661,TI X 21 (-),X,-,-,21,,1981,LH IIIB2,LH IIIB2,6,sup. mut. vest. vest. inf. mut.
5662,TI X 22 (-),X,-,-,22,,1981,LH IIIB2,LH IIIB2,5,sup. mut. vest. inf. mut.
5663,TI X 23 (-),X,-,-,23,,1981,LH IIIB2,LH IIIB2,6,sup. mut. 1 vest. inf. mut.
5664,TI X 24 (-),X,-,-,24,,1981,LH IIIB2,LH IIIB2,5,sup. mut. deest vest. deest
5665,TI X 25 (-),X,-,-,25,,1983,LH IIIB2,LH IIIB2,3,vest. inf. mut.
5666,KH Sq 1 (-),S,q,-,1,,1989,LM IIIB1 rubbish pit,LM IIIB,3,ROTA ZE 10
5667,KH X 2 (-),X,-,-,2,,1989,LM IIIB2 dump,LM IIIB,4,sup. mut. vest. vacat
5668,KH X 3 (-),X,-,-,3,,1973,LM IIIB2 deposit,LM IIIB,5,sup. mut. *5̣6̣ 1 vacat
5669,KH Ar 4 (1KH),A,r,-,4,,1990,LM IIIB1,LM IIIB1,15,po ka-*56-ṣọ e-u-ḳọ-ro 1 wa-ti-jo 1 pu-na-si-jo 1 ẉọ-ne-wa-ta 1 vest. to-so VIR 6̣ vest.
5670,KH Gq 5 (1KH?),G,q,-,5,,1990,LM IIIB1,LM IIIB1,8,di-wi-jo-[de di-ẉẹ ṂẸ±ṚỊ *2̣0̣9̣VAS+Ạ 1 di-wo-nu-so ṂẸ±ṚỊ 2̣
5671,KH X 6 (-),X,-,-,6,,1990,LM IIIB1,LM IIIB1,3,ạ-ṛạ-ẉọ •]-no vest.
5672,MI Wv 1 (-),W,v,-,1,,1991,LH IIIB,LH IIIB2,6,α OLE supra sigillum β ro-zo
5673,MI Wv 3 (-),W,v,-,3,,1995,LH IIIB2,LH IIIB2,8,α G̣ṚẠ supra sigillum β vac. γ vac.
5674,MI Wv 5 (-),W,v,-,5,,1996,LB IIIB,LH IIIB2,8,α OLE supra sigillum β pa-zo-jo γ vac.
5675,MI Wv 6 (-),W,v,-,6,,2001,"LH IIIB2, secondary",LH IIIB2,9,α o-pa supra sigillum β me-ka-ro-de vac. γ a3-so-ni-jo
